,text,labels
375,अगर हमारी दुकान के पास किसी को भी कोरोना वायरस से अलग करना पड़े और वह लाभ पर हो तो मैं एक दो सप्ताह का फूड पार्सल एक साथ रखूंगा जो आपके दरवाजे पर पहुंचाया जाएगा।,0
376,गजब का! किगाली बस पार्क में यात्रियों को एक रोकथाम और जोखिम में कमी के रूप में बसों को देखने से पहले अपने हाथों को धोना पड़ता है  कोरोनोवायरस प्रकोप।  रवांडा URL,1
378,"कैसे realdonaldtrump coronavirus को रोकने में विफल रहा? 1. चीन पर ध्यान केंद्रित करके, वह अन्य देशों से आने वाले वायरस को रोकने में विफल रहा; 2. विदेशी नागरिकों पर ध्यान केंद्रित करके, वह अमेरिकी यात्रियों द्वारा किए गए वायरस को रोकने में विफल रहा; 3. परीक्षण नहीं करके, उसने वायरस को अनिर्धारित फैलने दिया। URL",1
379,"ज़िका, इबोला, लाइम रोग, जर्मन खसरा, स्पेनिश फ्लू, रेस्टन वायरस, वेस्ट नाइल वायरस, हांगकांग फ्लू / सभी ठीक थे? URL",0
380,"महज दो महीने पहले, ताल ज्वालामुखी बहुत बड़े भय और पीड़ा को जन्म दे रहा था। आज, ताल में शांति का राज है, हमें याद दिलाते हैं कि covid-19 का प्रकोप भी आएगा और जाएगा, और सामाजिक एकजुटता के साथ, हम एक राष्ट्र के रूप में मजबूत बन सकते हैं। ðÿ ""· टॉमस तिरोना URL",1
381,"कुछ अनियमितताओं w / ff के उपयोग को देखा। लेख में, स्पष्टता प्रदान करने के लिए: s sars-cov-2 (गंभीर एक्यूट रेस्पिरेटरी सिंड्रोम कोरोनावायरस 2) वायरस है। dis covid-19 (कोरोनावायरस रोग 2019) रोग है। इसलिए, sars-cov-2 covid-19 का कारण बनता है। बहरहाल, सुरक्षित रहें। ð ð »",1
382,"हम वापस देखने जा रहे हैं और चिंता और घबराहट की खरीदारी के बारे में वास्तव में मूर्खतापूर्ण महसूस कर रहे हैं।  covid19 वास्तव में संक्रामक है और बहुत खतरनाक नहीं है, जब तक कि आपने पहले से ही स्वास्थ्य से समझौता नहीं किया हो या एक टन प्रदूषण वाले स्थान पर रहते हों। यह एक बड़े पैमाने पर ओवररिएक्शन है।",1
383,कोरोना एक काली रोशनी है और अमेरिका एक सह-दाग होटल का कमरा है,0
384,दो सप्ताह का रुका हुआ भुगतान: â ¬ðÿ ‡ â âuk € £ 188.50 यदि आप किसमें रहते हैं तो आपको क्या मिलेगा: ðÿ ‡ s a aaustria 57 £ 574.70 £ ðÿ © ðÿ ª ermgermany ¸ðÿ £ 574.70 । rt अगर आप सभ्य sickpayforall coronavirus ridge marr चाहते हैं,1
385,"वास्तव में यहाँ उलझन में है: हमारे पास संभावित कोविद -19 के संपर्क में रहने के कारण काँग्रेस के तीन सदस्य स्वयं-संगरोध कर रहे हैं, लेकिन क्या उनका परीक्षण नहीं किया जा रहा है? लगता है जैसे उन्हें परीक्षण किया जाना चाहिए, है ना?",1
386,"कृपया xenophobia से निपटने में मदद करें: 1. covid -19 को ""चीनी कोरोनावायरस"" या ""वुहान वायरस"" न कहें। 2. एशियाई लोगों या व्यवसायों को न छोड़े। मीडिया में नस्लवाद को बुलाएं जब आप इसे देखें (covid पर कहानियां) एक एशियाई व्यक्ति की फोटो, tyvm की आवश्यकता नहीं है) URL",0
387,इस सूत्र और आरटी को पढ़ें। महान दृष्टिकोण जिसे आपने मीडिया से सुना है। URL,0
388,लेकिन मुझे लगा कि ट्रम्प को चोट पहुंचाने के लिए कोरोना वायरस सिर्फ एक लोकतांत्रिक धोखा था? कहानी को नैतिक: विज्ञान और प्रकृति एक लानत नहीं देते हैं कि आप किस पार्टी से हैं। URL,1
389,"covid-19 नामजून को क्रोधित और दुखी कर रहा है क्योंकि वह कर्म को नहीं देख सकता है, मेरे पास निर्देश हैं: URL",0
390,"यदि आप सोच रहे हैं कि यह पुराने lgbtq लोगों का एक समूह है, जो लोगों से कोरोना वायरस को गंभीरता से लेने का आग्रह करने की कोशिश कर रहे हैं, तो सिर्फ इसलिए नहीं कि आप सोचते हैं कि केवल पुराने और दुर्बल व्यक्ति ही मरेंगे, मैं यहाँ यह याद दिलाने के लिए हूँ कि वे पहले से ही इस तरह से देख रहे थे कार्रवाई में शालीनता की।",0
392,"हम कोरोना वायरस और निगाज़ कैन के लिए यह सब कर रहे हैं, फ्लिंट, मिशिगन को एक अच्छा प्लम्बर नहीं भेज सकते।",0
393,"कक्षाओं / कार्य के एक दिन के निलंबन का प्रभाव क्या है? कुछ भी तो नहीं। इसके बजाय: 1. covid-19 के मामलों के साथ क्षेत्रों का खुलासा करें। वायरस की ऊष्मायन अवधि 1-2 सप्ताह है इस प्रकार, हमें 14 दिनों के लिए कक्षाओं / कार्यों को भी निलंबित करना चाहिए। इमारतों, स्कूलों, सड़कों को  साफ करें",1
394,यह आत्महत्या जैसा है लेकिन मैं URL में हराम का हिस्सा घटा रहा हूं,0
395,"covid-19 से पहली सिलिकॉन वैली की मृत्यु 60 के दशक में एक महिला थी। मेरे माता-पिता दोनों अपने 60 के दशक में हैं। यदि आप अंतरराष्ट्रीय स्तर पर यात्रा करना चाहते हैं और सामाजिक रूप से गैर जिम्मेदाराना हैं क्योंकि आप युवा हैं, ""यह सिर्फ फ्लू है,"" या उड़ानें सस्ती हैं तो आप सिर्फ एक असंगत बव्वा हैं।",1
396,breakthrough: क्लोरोक्वीन फॉस्फेट - एक पुरानी मलेरिया-रोधी दवा - ने नैदानिक ​​अध्ययन में covid-19 संबद्ध निमोनिया के उपचार में स्पष्ट प्रभावकारिता दिखाई है। क्लोरोक्वीन रोगियों को विरोधी वायरल और विरोधी भड़काऊ लाभ प्रदान करता है,1
398,"इबोला में मृत्यु दर 50% है। यदि आप संक्रमित हो गए हैं, तो आप सबसे अधिक मर सकते हैं। कोविद -19 में मृत्यु दर 3.4% है। स्पष्ट रूप से इबोला के रूप में बुरा नहीं है ""लेकिन यह मौसमी फ्लू की तुलना में 34 गुना अधिक घातक बनाता है URL URL",1
401,"हर कोई  covid19 के प्रसार को रोकने में मदद कर सकता है। अपने डॉक्टर को बुलाएं यदि आप लक्षण विकसित करते हैं, तो सीओवीआईडी ​​-19 वाले किसी व्यक्ति के निकट संपर्क में हैं, या हाल ही में सीओवीआईडी ​​-19 के व्यापक या चल रहे सामुदायिक प्रसार वाले क्षेत्र से यात्रा की है। URL URL",0
405, covid19 के अब 10 नए पुष्ट मामले सामने आए हैं। doh के अनुसार अब 20 पर कुल | @kristinesabillo URL के माध्यम से,1
407,"not just manila, pero pwede bang buong ncr l, mga mayors? imagine students travelling from one city to another, iba't ibang tao nakakasalamuha. it's possible that there are people out there na may covid-19 without them knowing. not all of us have face masks as well. walangpasok",0
409,"just in: राष्ट्रपति डॉटरे ने 10 मार्च से 14 मार्च, 2020 तक मेट्रो मनीला में सभी स्तरों पर कक्षाओं को निलंबित कर दिया,  covid19 walangpasok URL के खतरे के बीच",1
415,"breaking news: मेयर जॉय बेलमोंटे के अनुसार, quezon city में  covid19 का एक पुष्ट मामला है। राया कैपुलॉन्ग, abs-cbn न्यूज़ URL",1
416," इटली में हमने एक भयानक गलती की, हर कोई कहता रहा कि ""यह सिर्फ एक फ्लू है"" और अब हमारी गहन देखभाल इकाइयां ढह रही हैं। हमारे दादा-दादी और माता-पिता, हमारे दोस्त, कृपया मर रहे हैं, सबक सीखें। अभी!  कोरोनैवायरस coronavirusoutbreak italylockdown italystaystrong",1
418,अपने होम्स के चारों ओर एक लड़की लाएँ और अचानक वे कोरोनवायरस कोवीआईडी ​​-19 कहकर पुकारें,0
437,कोरोना oppa pls उर दुनिया दौरे hyung यू को आराम करने की जरूरत है,0
